lat,lon,raw_population_density,normalized_density,estimated_pop_per_km2,development_suitability_score,population_pressure_index,planning_zone,distance_from_center_km
35.3608,45.2347,0.2586033099168465,0.2586033099168465,1293.0165495842325,75,0.18102231694179252,Good Development,28.670182609558523
35.3608,45.2397,0.0,0.0,0.0,45,0.0,Avoid Development,28.384956937225205
35.3608,45.2447,0.06242461417248642,0.06242461417248642,312.1230708624321,45,0.04369722992074049,Avoid Development,28.104166575369256
35.3608,45.249700000000004,0.0,0.0,0.0,45,0.0,Avoid Development,27.82794578495011
35.3608,45.25470000000001,0.035037004271873236,0.035037004271873236,175.18502135936617,45,0.024525902990311262,Avoid Development,27.556431980749874
35.3608,45.25970000000001,0.05131193029229622,0.05131193029229622,256.5596514614811,45,0.03591835120460735,Avoid Development,27.289765657356426
35.3608,45.26470000000001,0.0,0.0,0.0,45,0.0,Avoid Development,27.028090295445942
35.3608,45.269700000000014,0.023214409027824484,0.023214409027824484,116.07204513912242,45,0.01625008631947714,Avoid Development,26.77155224678262
35.3608,45.27470000000002,0.044582913907311186,0.044582913907311186,222.91456953655594,45,0.031208039735117828,Avoid Development,26.52030059631759
35.3608,45.27970000000002,0.08003250064034076,0.08003250064034076,400.16250320170377,45,0.056022750448238526,Avoid Development,26.27448699981803
35.3608,45.28470000000002,0.2068638332321978,0.2068638332321978,1034.319166160989,75,0.14480468326253845,Good Development,26.0342654954807
35.3608,45.289700000000025,0.07957987091305778,0.07957987091305778,397.8993545652889,45,0.05570590963914044,Avoid Development,25.799792288079082
35.3608,45.29470000000003,0.0,0.0,0.0,45,0.0,Avoid Development,25.57122550428902
35.3608,45.29970000000003,0.0,0.0,0.0,45,0.0,Avoid Development,25.34872491800779
35.3608,45.30470000000003,0.0,0.0,0.0,45,0.0,Avoid Development,25.132451644636742
35.3608,45.309700000000035,0.0,0.0,0.0,45,0.0,Avoid Development,24.922567803551427
35.3608,45.31470000000004,0.0,0.0,0.0,45,0.0,Avoid Development,24.719236148265388
35.3608,45.31970000000004,0.0,0.0,0.0,45,0.0,Avoid Development,24.522619664078654
35.3608,45.32470000000004,0.10165255309603366,0.10165255309603366,508.2627654801683,75,0.07115678716722355,Good Development,24.33288113342769
35.3608,45.329700000000045,0.156666230517225,0.156666230517225,783.331152586125,75,0.1096663613620575,Good Development,24.150182669512503
35.3608,45.33470000000005,0.16010952853732432,0.16010952853732432,800.5476426866217,75,0.11207666997612702,Good Development,23.974685219282986
35.3608,45.33970000000005,0.0,0.0,0.0,45,0.0,Avoid Development,23.806548037331847
35.3608,45.34470000000005,0.09614954166361565,0.09614954166361565,480.74770831807825,45,0.06730467916453095,Avoid Development,23.64592813280379
35.3608,45.349700000000055,0.0,0.0,0.0,45,0.0,Avoid Development,23.49297969196272
35.3608,45.35470000000006,0.16714128716053345,0.16714128716053345,835.7064358026672,75,0.11699890101237341,Good Development,23.3478534796684
35.3608,45.35970000000006,0.18278046317522872,0.18278046317522872,913.9023158761436,75,0.1279463242226601,Good Development,23.210696223560667
35.3608,45.36470000000006,0.2077562781784782,0.2077562781784782,1038.781390892391,75,0.1454293947249347,Good Development,23.081649985353074
35.3608,45.369700000000066,0.0,0.0,0.0,45,0.0,Avoid Development,22.960851524174547
35.3608,45.37470000000007,0.0,0.0,0.0,45,0.0,Avoid Development,22.84843165740799
35.3608,45.37970000000007,0.04645438815277899,0.04645438815277899,232.27194076389495,45,0.03251807170694529,Avoid Development,22.74451462493088
35.3608,45.38470000000007,0.003268485891469157,0.003268485891469157,16.342429457345784,45,0.0022879401240284095,Avoid Development,22.649217463052263
35.3608,45.389700000000076,0.031230291116639858,0.031230291116639858,156.1514555831993,45,0.0218612037816479,Avoid Development,22.562649394722712
35.3608,45.39470000000008,0.18220046770141013,0.18220046770141013,911.0023385070507,75,0.12754032739098708,Good Development,22.484911242774107
35.3608,45.39970000000008,0.0,0.0,0.0,45,0.0,Avoid Development,22.416094873020477
35.3608,45.40470000000008,0.12544025572485118,0.12544025572485118,627.2012786242559,75,0.08780817900739582,Good Development,22.356282673995842
35.3608,45.409700000000086,0.056517598295796265,0.056517598295796265,282.58799147898134,45,0.039562318807057385,Avoid Development,22.30554707987239
35.3608,45.41470000000009,0.061490292202611235,0.061490292202611235,307.4514610130562,45,0.04304320454182786,Avoid Development,22.26395014278493
35.3608,45.41970000000009,0.0,0.0,0.0,45,0.0,Avoid Development,22.231543160301207
35.3608,45.424700000000094,0.0,0.0,0.0,45,0.0,Avoid Development,22.20836636315092
35.3608,45.429700000000096,0.0,0.0,0.0,45,0.0,Avoid Development,22.194448667580524
35.3608,45.4347000000001,0.08156450481871996,0.08156450481871996,407.82252409359984,45,0.05709515337310397,Avoid Development,22.18980749586755
35.3608,45.4397000000001,0.0004559700421022106,0.0004559700421022106,2.2798502105110527,45,0.0003191790294715474,Avoid Development,22.19444866758088
35.3608,45.444700000000104,0.15786664707098574,0.15786664707098574,789.3332353549288,75,0.11050665294969002,Good Development,22.208366363151985
35.3608,45.44970000000011,0.09864076274437608,0.09864076274437608,493.2038137218804,45,0.06904853392106325,Avoid Development,22.231543160301914
35.3608,45.45470000000011,0.03029322968471945,0.03029322968471945,151.46614842359725,45,0.021205260779303615,Avoid Development,22.263950142785635
35.3608,45.45970000000011,0.006373644385705729,0.006373644385705729,31.868221928528644,45,0.00446155106999401,Avoid Development,22.3055470798738
35.3608,45.464700000000114,0.07970900526974357,0.07970900526974357,398.5450263487179,45,0.0557963036888205,Avoid Development,22.35628267399832
35.3608,45.46970000000012,0.20587227112113365,0.20587227112113365,1029.3613556056682,75,0.14411058978479355,Good Development,22.416094873022246
35.3608,45.47470000000012,0.0,0.0,0.0,45,0.0,Avoid Development,22.48491124277694
35.3608,45.47970000000012,0.04140568052002365,0.04140568052002365,207.02840260011826,45,0.02898397636401655,Avoid Development,22.562649394726243
35.3608,45.484700000000124,0.07422097188530989,0.07422097188530989,371.10485942654947,45,0.05195468031971692,Avoid Development,22.6492174630558
35.3608,45.48970000000013,0.0,0.0,0.0,45,0.0,Avoid Development,22.744514624934062
35.3608,45.49470000000013,0.09445696143788013,0.09445696143788013,472.2848071894006,45,0.06611987300651609,Avoid Development,22.84843165741223
35.3608,45.49970000000013,0.03351983513259542,0.03351983513259542,167.5991756629771,45,0.023463884592816793,Avoid Development,22.960851524179137
