lat,lon,roads_distance,hospitals_distance,schools_distance,services_distance,transport_distance,accessibility_score
35.4108,45.2847,2.1547102150639748,16.961784222362784,15.207252997302813,15.520725543206087,17.003502829085242,23.535869354808074
35.4108,45.2947,2.4789233272066733,16.48902185393426,14.790588262134758,14.928906356499878,16.288076109187884,22.56323001837998
35.4108,45.3047,1.5770299083987644,16.053459254277623,14.41882893135586,14.369831810950982,15.57447041697087,25.26891027480371
35.4108,45.314699999999995,0.686755601838426,15.658201082471738,14.09552849915486,13.847468554834258,14.88178905857185,27.93973319448472
35.4108,45.32469999999999,0.31446884869154224,15.306370019022147,13.73777963463981,13.258880240598087,14.21309164112828,29.05659345392537
35.4108,45.33469999999999,1.1699553565062535,15.001021971880153,13.390925602069547,12.613181060249142,13.571923747736298,26.49013393048124
35.4108,45.34469999999999,2.0691418225756584,14.336233680742033,13.097614353519894,12.001154768206359,12.96237117244272,23.792574532273022
35.4108,45.35469999999999,2.9726331196689504,13.67483648924521,12.861509599954323,11.428212604093318,12.389101289371869,21.08210064099315
35.4108,45.364699999999985,2.954566734540984,13.042835829465375,12.685805881045946,10.900519219648992,11.857377762463006,21.13629979637705
35.4108,45.37469999999998,2.063908953005381,12.44471119481214,12.573035702850515,10.424948138572622,11.373029344665603,23.808273140983857
35.4108,45.38469999999998,1.1969424620693767,11.885577979531918,12.288142162629741,10.008931847618358,10.942348837990094,26.409172613791867
35.4108,45.39469999999998,0.49831505234112256,11.371189391156436,12.004892598164329,9.660167620702149,10.571897292026673,29.014803411923406
35.4108,45.40469999999998,0.8406307632158068,10.907877411804021,11.784606547556372,9.386155174064257,10.268195524969972,28.398874949256193
35.4108,45.414699999999975,0.9412974795304778,10.50240393421967,11.630862110113553,9.193580818071101,10.037304374915188,28.385736334301917
35.4108,45.42469999999997,0.6735975207648128,10.161694964828866,11.52897567828822,9.087623254575638,9.88432758098643,29.463444974855676
35.4108,45.43469999999997,1.2899306838846862,9.89244449998337,11.368332964573133,9.07131817585296,9.81290972193885,27.97920971266923
35.4108,45.44469999999997,0.8666910276315719,9.700604585999523,11.278353386979335,9.145145124753782,9.824829544431143,29.60586822054466
35.4108,45.45469999999997,0.013591645653199147,9.590821552022877,11.260730988529161,9.30695944544003,9.919786632003053,32.10194538282011
35.4108,45.464699999999965,0.06816051578321093,9.56592098720515,10.832952413297015,9.552290705152071,10.09543812490193,31.552279926909385
35.4108,45.47469999999996,0.6202845863341458,9.626561598562533,9.943543632886872,9.842520535104883,10.34767548142383,29.421874176160163
35.4108,45.48469999999996,0.8304654381913831,9.771150887342829,9.057455977435506,8.958529920474394,10.671069186217023,31.528019631486174
35.4108,45.49469999999996,0.27492491234132604,9.99604665163241,8.175769356654492,8.079451648074496,11.059378824715385,35.71439244847427
35.4108,45.50469999999996,1.0507429070653354,10.295987818588817,7.300078595787607,7.207083489861213,11.506033852591024,36.43698885243696
