lat,lon,raw_population_density,normalized_density,estimated_pop_per_km2,development_suitability_score,population_pressure_index,planning_zone,distance_from_center_km
35.4608,45.3347,0.11193009934202452,0.11193009934202452,559.6504967101226,75,0.12012385389609291,Good Development,14.331610468204495
35.4608,45.3547,0.025137612295023128,0.025137612295023128,125.68806147511563,45,0.07871759698794158,Avoid Development,13.257769604830889
35.4608,45.374700000000004,0.3746822074953232,0.3746822074953232,1873.411037476616,90,0.3396069597691518,Optimal Expansion,12.358217494005384
35.4608,45.39470000000001,0.23972855760423922,0.23972855760423922,1198.642788021196,75,0.2574799666503091,Good Development,11.673316313832538
35.4608,45.41470000000001,0.1537003084797569,0.1537003084797569,768.5015423987845,75,0.20502507504779335,Good Development,11.242365319286025
35.4608,45.434700000000014,0.38564168453946174,0.38564168453946174,1928.2084226973086,90,0.37003934424373613,Optimal Expansion,11.094995838830728
35.4608,45.45470000000002,0.26894588088675647,0.26894588088675647,1344.7294044337823,75,0.2856969757326867,Good Development,11.242365319286376
35.4608,45.47470000000002,0.31319958271901527,0.31319958271901527,1565.9979135950764,90,0.3089096842306587,Optimal Expansion,11.673316313832187
35.4608,45.49470000000002,0.29131084560445797,0.29131084560445797,1456.5542280222899,75,0.2812470064455206,Good Development,12.3582174940068
35.4608,45.514700000000026,0.05405418068946194,0.05405418068946194,270.2709034473097,45,0.09895919486402971,Avoid Development,13.257769604831946
35.4608,45.53470000000003,0.18243827104813404,0.18243827104813404,912.1913552406702,75,0.16947957409035042,Good Development,14.33161046820556
35.4608,45.55470000000003,0.04383521241632955,0.04383521241632955,219.17606208164776,45,0.05061871238508203,Avoid Development,15.54365946500235
35.4808,45.3347,0.08246795396527007,0.08246795396527007,412.33976982635033,45,0.12906243893931463,Avoid Development,12.690914650418778
35.4808,45.3547,0.3935651487165188,0.3935651487165188,1967.825743582594,90,0.36892387876944144,Optimal Expansion,11.464730755932756
35.4808,45.374700000000004,0.3754888468829294,0.3754888468829294,1877.4442344146469,90,0.3752445585059915,Optimal Expansion,10.411668704319277
35.4808,45.39470000000001,0.33221361762160484,0.33221361762160484,1661.0680881080243,90,0.3597759072306276,Optimal Expansion,9.588936193299517
35.4808,45.41470000000001,0.344986199756449,0.344986199756449,1724.930998782245,90,0.37825603790979034,Optimal Expansion,9.059503756544679
35.4808,45.434700000000014,0.7713880359707215,0.7713880359707215,3856.9401798536073,65,0.6800434916140494,Limited Expansion,8.87601141288279
35.4808,45.45470000000002,0.4212625052555212,0.4212625052555212,2106.312526277606,90,0.4316494517591218,Optimal Expansion,9.059503756545737
35.4808,45.47470000000002,0.4761260155641073,0.4761260155641073,2380.6300778205364,90,0.46051458579037285,Optimal Expansion,9.588936193299872
35.4808,45.49470000000002,0.14171788962027004,0.14171788962027004,708.5894481013502,75,0.21160488842210445,Good Development,10.411668704320691
35.4808,45.514700000000026,0.3734562220857207,0.3734562220857207,1867.2811104286036,90,0.3548476301278509,Optimal Expansion,11.464730755934522
35.4808,45.53470000000003,0.02349843478872827,0.02349843478872827,117.49217394364135,45,0.08778377551571004,Avoid Development,12.690914650420186
35.4808,45.55470000000003,0.0,0.0,0.0,45,0.046937829138388884,Avoid Development,14.044950482819416
35.500800000000005,45.3347,0.10088924993849602,0.10088924993849602,504.4462496924801,75,0.16791276564536944,Good Development,11.250388866792566
35.500800000000005,45.3547,0.2376854247771097,0.2376854247771097,1188.4271238855486,75,0.28896010668077954,Good Development,9.846792831807447
35.500800000000005,45.374700000000004,0.2642667560673948,0.2642667560673948,1321.333780336974,75,0.3300654737211364,Good Development,8.598129681695216
35.500800000000005,45.39470000000001,0.6747945723884003,0.6747945723884003,3373.9728619420016,65,0.6357554214168433,Limited Expansion,7.581343248654553
35.500800000000005,45.41470000000001,0.8561620316355762,0.8561620316355762,4280.810158177881,35,0.7749941585822434,Avoid Development,6.899719127727627
35.500800000000005,45.434700000000014,0.7608034603639859,0.7608034603639859,3804.01730181993,65,0.7126161228342858,Limited Expansion,6.657019617837991
35.500800000000005,45.45470000000002,0.9357548943282445,0.9357548943282445,4678.774471641223,35,0.8307091624670986,Avoid Development,6.899719127728331
35.500800000000005,45.47470000000002,0.8124117449927668,0.8124117449927668,4062.058724963834,35,0.7320874422398869,Avoid Development,7.581343248655261
35.500800000000005,45.49470000000002,0.4276317505212762,0.4276317505212762,2138.1587526063813,90,0.44442096983882795,Optimal Expansion,8.59812968169663
35.500800000000005,45.514700000000026,0.3896007739543385,0.3896007739543385,1948.0038697716925,90,0.39530085110480145,Optimal Expansion,9.846792831809568
35.500800000000005,45.53470000000003,0.211154992176673,0.211154992176673,1055.7749608833649,75,0.24509878521207423,Good Development,11.250388866793624
35.500800000000005,45.55470000000003,0.0,0.0,0.0,45,0.07012822300105614,Avoid Development,12.757883623441383
35.52080000000001,45.3347,0.26588521779177937,0.26588521779177937,1329.4260889588968,75,0.30420818482278406,Good Development,10.096086453546114
35.52080000000001,45.3547,0.44173952798245913,0.44173952798245913,2208.6976399122955,90,0.4559835772604036,Optimal Expansion,8.504492124166134
35.52080000000001,45.374700000000004,0.7875394345959442,0.7875394345959442,3937.697172979721,65,0.7247651916781632,Limited Expansion,7.021438895914367
35.52080000000001,45.39470000000001,0.751983491225599,0.751983491225599,3759.917456127995,65,0.7231126345471216,Limited Expansion,5.731807416749267
35.52080000000001,45.41470000000001,0.8420742589004226,0.8420742589004226,4210.371294502113,35,0.8030679893204502,Avoid Development,4.794311550996431
35.52080000000001,45.434700000000014,0.8528994095137289,0.8528994095137289,4264.497047568644,35,0.8170652541932649,Avoid Development,4.438020451882158
35.52080000000001,45.45470000000002,0.9688185624744325,0.9688185624744325,4844.092812372162,35,0.8917890018222316,Avoid Development,4.794311550997845
35.52080000000001,45.47470000000002,0.9061387607251802,0.9061387607251802,4530.693803625901,35,0.8310213231968093,Avoid Development,5.731807416750328
35.52080000000001,45.49470000000002,0.6132888113422267,0.6132888113422267,3066.4440567111333,65,0.60278975540051,Limited Expansion,7.021438895917195
35.52080000000001,45.514700000000026,0.4012181692259125,0.4012181692259125,2006.0908461295626,90,0.4276186261307955,Optimal Expansion,8.504492124167548
35.52080000000001,45.53470000000003,0.3580951011305435,0.3580951011305435,1790.4755056527174,90,0.3687551031598743,Optimal Expansion,10.09608645354859
35.52080000000001,45.55470000000003,0.08370289188986996,0.08370289188986996,418.5144594493498,45,0.14684057770649114,Avoid Development,11.752205287211188
35.54080000000001,45.3347,0.5290474040421687,0.5290474040421687,2645.237020210843,90,0.5021385324302707,Optimal Expansion,9.334803097158225
35.54080000000001,45.3547,0.2889197597042492,0.2889197597042492,1444.598798521246,75,0.3655663617661136,Good Development,7.5855995864907735
35.54080000000001,45.374700000000004,0.7395993621594641,0.7395993621594641,3697.9968107973204,65,0.7118550665732251,Limited Expansion,5.875479025081182
35.54080000000001,45.39470000000001,0.8876064175962601,0.8876064175962601,4438.032087981301,35,0.8447143293093212,Avoid Development,4.251864046947376
35.54080000000001,45.41470000000001,0.9326513767409699,0.9326513767409699,4663.256883704849,35,0.9012205739457257,Avoid Development,2.8657641323988967
35.54080000000001,45.434700000000014,1.0,1.0,5000.0,35,0.9600177673296337,Avoid Development,2.2190139132053233
35.54080000000001,45.45470000000002,1.0,1.0,5000.0,35,0.9483646102270087,Avoid Development,2.8657641324010155
35.54080000000001,45.47470000000002,1.0,1.0,5000.0,35,0.9233898369919074,Avoid Development,4.251864046949142
35.54080000000001,45.49470000000002,0.823741114758939,0.823741114758939,4118.705573794695,35,0.7707542933928258,Avoid Development,5.87547902508295
35.54080000000001,45.514700000000026,0.4606488974869175,0.4606488974869175,2303.2444874345874,90,0.4857767582139242,Optimal Expansion,7.585599586493952
35.54080000000001,45.53470000000003,0.22142054921761845,0.22142054921761845,1107.1027460880923,75,0.28679973405304104,Good Development,9.334803097160698
35.54080000000001,45.55470000000003,0.07935727191482853,0.07935727191482853,396.78635957414264,45,0.155466562710294,Avoid Development,11.104635783469769
35.560800000000015,45.3347,0.34294922777901937,0.34294922777901937,1714.746138895097,90,0.37671136575498776,Optimal Expansion,9.06609669981308
35.560800000000015,45.3547,0.5872131826329821,0.5872131826329821,2936.0659131649104,90,0.5803667508712456,Optimal Expansion,7.252877471937221
35.560800000000015,45.374700000000004,0.8603575062618244,0.8603575062618244,4301.787531309122,35,0.8042383954763099,Avoid Development,5.439658169336679
35.560800000000015,45.39470000000001,0.8582694292860034,0.8582694292860034,4291.347146430016,35,0.8354473606679027,Avoid Development,3.6264388106926284
35.560800000000015,45.41470000000001,1.0,1.0,5000.0,35,0.9673293799155629,Avoid Development,1.813219414686253
35.560800000000015,45.434700000000014,1.0,1.0,5000.0,35,0.9999999999999699,Avoid Development,1.6682623520509945e-12
35.560800000000015,45.45470000000002,1.0,1.0,5000.0,35,0.9673293799155165,Avoid Development,1.8132194146888296
35.560800000000015,45.47470000000002,1.0,1.0,5000.0,35,0.9346587601676539,Avoid Development,3.626438810695207
35.560800000000015,45.49470000000002,0.8164281674307317,0.8164281674307317,4082.140837153658,35,0.7734878582944985,Avoid Development,5.439658169339255
35.560800000000015,45.514700000000026,0.5287007450817092,0.5287007450817092,2643.503725408546,90,0.5394080445853081,Optimal Expansion,7.252877471939799
35.560800000000015,45.53470000000003,0.3389233266872187,0.3389233266872187,1694.6166334360935,90,0.37389323499068083,Optimal Expansion,9.06609669981566
35.560800000000015,45.55470000000003,0.13812410352324583,0.13812410352324583,690.6205176162292,75,0.20066316374040466,Good Development,10.879315834285642
35.58080000000002,45.3347,0.41362631065049765,0.41362631065049765,2068.131553252488,90,0.42138315491522993,Optimal Expansion,9.332617070976573
35.58080000000002,45.3547,0.41324450357308246,0.41324450357308246,2066.222517865412,90,0.45262468949054757,Optimal Expansion,7.58387869708886
35.58080000000002,45.374700000000004,0.6869305901072171,0.6869305901072171,3434.652950536086,65,0.6750094219763865,Limited Expansion,5.874230505975934
35.58080000000002,45.39470000000001,0.9662762127408263,0.9662762127408263,4831.3810637041315,35,0.8997969631867149,Avoid Development,4.251099408118423
35.58080000000002,45.41470000000001,1.0,1.0,5000.0,35,0.948369643080228,Avoid Development,2.8654848090473406
35.58080000000002,45.434700000000014,1.0,1.0,5000.0,35,0.9600176344226989,Avoid Development,2.219021289540202
35.58080000000002,45.45470000000002,0.9964311880867609,0.9964311880867609,4982.155940433804,35,0.9458714747409288,Avoid Development,2.865484809049106
35.58080000000002,45.47470000000002,0.9303605052220583,0.9303605052220583,4651.802526110291,35,0.8746559679235327,Avoid Development,4.251099408120894
35.58080000000002,45.49470000000002,0.7686984305477217,0.7686984305477217,3843.4921527386086,65,0.7322469102846951,Limited Expansion,5.8742305059784075
35.58080000000002,45.514700000000026,0.3649402228533155,0.3649402228533155,1824.7011142665776,90,0.4188116929866661,Optimal Expansion,7.583878697091337
35.58080000000002,45.53470000000003,0.3109865195353809,0.3109865195353809,1554.9325976769046,90,0.3495353011346036,Optimal Expansion,9.332617070979047
35.58080000000002,45.55470000000003,0.059997679460291026,0.059997679460291026,299.9883973014551,45,0.14196253862383018,Avoid Development,11.10198895340973
35.60080000000002,45.3347,0.2708903663829341,0.2708903663829341,1354.4518319146707,75,0.3077844552817273,Good Development,10.092053465841122
35.60080000000002,45.3547,0.36006458239894246,0.36006458239894246,1800.3229119947123,90,0.39886622446308695,Optimal Expansion,8.501433568497585
35.60080000000002,45.374700000000004,0.8289169376351547,0.8289169376351547,4144.584688175773,35,0.7537668419603514,Avoid Development,7.019363298326254
35.60080000000002,45.39470000000001,0.8612955117262409,0.8612955117262409,4306.477558631204,35,0.7996511803112704,Avoid Development,5.730690123288948
35.60080000000002,45.41470000000001,1.0,1.0,5000.0,35,0.9136216555919984,Avoid Development,4.793998114644087
35.60080000000002,45.434700000000014,0.9848879081844119,0.9848879081844119,4924.43954092206,35,0.9094566716351709,Avoid Development,4.4380499572124155
35.60080000000002,45.45470000000002,0.8985757226774124,0.8985757226774124,4492.878613387062,35,0.8426246614661617,Avoid Development,4.793998114645501
35.60080000000002,45.47470000000002,0.7864086745829111,0.7864086745829111,3932.043372914555,65,0.7472303943109141,Limited Expansion,5.73069012329036
35.60080000000002,45.49470000000002,0.6196636302039517,0.6196636302039517,3098.3181510197583,65,0.6072895267584838,Limited Expansion,7.019363298327668
35.60080000000002,45.514700000000026,0.35586969470038926,0.35586969470038926,1779.3484735019463,90,0.39592980307402975,Optimal Expansion,8.50143356850147
35.60080000000002,45.53470000000003,0.30720812483595744,0.30720812483595744,1536.0406241797873,90,0.33320688619878636,Optimal Expansion,10.092053465844304
35.60080000000002,45.55470000000003,0.0,0.0,0.0,45,0.08833853676058775,Avoid Development,11.747211209787379
35.620800000000024,45.3347,0.20549314827475865,0.20549314827475865,1027.4657413737932,75,0.24123292132094676,Good Development,11.244981677161826
35.620800000000024,45.3547,0.44602698872555135,0.44602698872555135,2230.134943627757,90,0.4348701485988232,Optimal Expansion,9.84285526475298
35.620800000000024,45.374700000000004,0.42601935221869486,0.42601935221869486,2130.0967610934745,90,0.4433375867112583,Optimal Expansion,8.59561577122146
35.620800000000024,45.39470000000001,0.6054447393173511,0.6054447393173511,3027.2236965867555,65,0.5872327846025556,Limited Expansion,7.580108577037256
35.620800000000024,45.41470000000001,0.656720160642546,0.656720160642546,3283.60080321273,65,0.6353900939444102,Limited Expansion,6.899428027048144
35.620800000000024,45.434700000000014,0.7394876259644675,0.7394876259644675,3697.4381298223375,65,0.697693842592918,Limited Expansion,6.657086004812613
