date,lat,lon,grid_id,value,pollutant,units
2025-10-05,35.4,45.25,0.0,0.2262703928091881,CO,mg/m³
2025-10-05,35.408205128205125,45.25,1.0,0.23866177780715153,CO,mg/m³
2025-10-05,35.41641025641025,45.25,2.0,0.02404567344310149,CO,mg/m³
2025-10-05,35.424615384615386,45.25,3.0,0.22210895116482432,CO,mg/m³
2025-10-05,35.43282051282051,45.25,4.0,0.14850187499505996,CO,mg/m³
2025-10-05,35.44102564102564,45.25,5.0,0.021021968569990248,CO,mg/m³
2025-10-05,35.449230769230766,45.25,6.0,0.1909365559224539,CO,mg/m³
2025-10-05,35.45743589743589,45.25,7.0,0.3275452233125671,CO,mg/m³
2025-10-05,35.46564102564103,45.25,8.0,0.14541465816164922,CO,mg/m³
2025-10-05,35.473846153846154,45.25,9.0,0.38848175649752276,CO,mg/m³
2025-10-05,35.48205128205128,45.25,10.0,0.3474430676091052,CO,mg/m³
2025-10-05,35.49025641025641,45.25,11.0,0.28812707357156486,CO,mg/m³
2025-10-05,35.498461538461534,45.25,12.0,0.20914686001023536,CO,mg/m³
2025-10-05,35.50666666666667,45.25,13.0,0.1537368417742723,CO,mg/m³
2025-10-05,35.514871794871794,45.25,14.0,0.4232280825186639,CO,mg/m³
2025-10-05,35.52307692307692,45.25,15.0,0.14996271734372302,CO,mg/m³
2025-10-05,35.53128205128205,45.25,16.0,0.23249530333816204,CO,mg/m³
2025-10-05,35.539487179487175,45.25,17.0,0.13272679803819415,CO,mg/m³
2025-10-05,35.54769230769231,45.25,18.0,0.4501927182326317,CO,mg/m³
2025-10-05,35.555897435897435,45.25,19.0,0.3944460658838916,CO,mg/m³
2025-10-05,35.56410256410256,45.25,20.0,0.45512926512927315,CO,mg/m³
2025-10-05,35.57230769230769,45.25,21.0,0.021021968569990248,CO,mg/m³
2025-10-05,35.58051282051282,45.25,22.0,0.26376405251312507,CO,mg/m³
2025-10-05,35.58871794871795,45.25,23.0,0.3178584767146098,CO,mg/m³
2025-10-05,35.596923076923076,45.25,24.0,0.21691806108855816,CO,mg/m³
2025-10-05,35.6051282051282,45.25,25.0,0.3234887993429077,CO,mg/m³
2025-10-05,35.61333333333333,45.25,26.0,0.3586962213776333,CO,mg/m³
2025-10-05,35.621538461538464,45.25,27.0,0.08320628965598072,CO,mg/m³
2025-10-05,35.62974358974359,45.25,28.0,0.2724515659562397,CO,mg/m³
2025-10-05,35.63794871794872,45.25,29.0,0.021021968569990248,CO,mg/m³
2025-10-05,35.646153846153844,45.25,30.0,0.021021968569990248,CO,mg/m³
2025-10-05,35.65435897435897,45.25,31.0,0.30325662243992946,CO,mg/m³
2025-10-05,35.662564102564104,45.25,32.0,0.3783162183365335,CO,mg/m³
2025-10-05,35.67076923076923,45.25,33.0,0.1660568223946151,CO,mg/m³
2025-10-05,35.67897435897436,45.25,34.0,0.1185985446353242,CO,mg/m³
