lat,lon,elevation,slope_percentage,suitability_score
35.2608,45.1347,988.0,10.36036036036242,39.27927927927516
35.2608,45.1447,970.0,6.768877975538835,46.46224404892233
35.2608,45.1547,950.0,6.756756756758101,46.4864864864838
35.2608,45.164699999999996,928.0,6.838660222709339,46.32267955458132
35.2608,45.174699999999994,909.0,9.490385615188469,41.01922876962306
35.2608,45.18469999999999,901.0,11.531531531533826,36.93693693693235
35.2608,45.19469999999999,832.0,7.612941680473667,44.774116639052664
35.2608,45.20469999999999,869.0,4.08230206054385,59.1769793945615
35.2608,45.214699999999986,885.0,1.7653198099649086,82.34680190035091
35.2608,45.224699999999984,897.0,1.3258626962395657,86.74137303760435
35.2608,45.23469999999998,908.0,2.233031909456111,77.6696809054389
35.2608,45.24469999999998,900.0,3.6036036036043204,63.96396396395679
35.2608,45.25469999999998,894.0,3.209983369843159,67.90016630156842
35.2608,45.264699999999976,901.0,2.0934674151151036,79.06532584884897
35.2608,45.274699999999974,913.0,4.5358460660827244,54.64153933917276
35.2608,45.28469999999997,950.0,5.7221442679812835,48.55571146403743
35.2608,45.29469999999997,988.0,10.118425839723,39.763148320553995
35.2608,45.30469999999997,1049.0,33.49547864184166,0.0
35.2608,45.31469999999997,1091.0,42.28804178532509,0.0
35.2608,45.324699999999964,1379.0,42.147010462912185,0.0
35.2608,45.33469999999996,1761.0,46.67064247594727,0.0
35.2608,45.34469999999996,1338.0,46.67064247594727,0.0
35.2608,45.35469999999996,1238.0,16.608174826579823,26.783650346840354
35.2608,45.36469999999996,1269.0,26.038467196982403,7.923065606035195
35.2608,45.374699999999955,1033.0,26.038467196982403,7.923065606035195
35.2608,45.38469999999995,936.0,12.35723866975436,35.28552266049128
35.2608,45.39469999999995,824.0,12.35723866975436,35.28552266049128
35.2608,45.40469999999995,861.0,8.024958424607897,43.95008315078421
35.2608,45.41469999999995,807.0,5.957954358631566,48.084091282736864
35.2608,45.424699999999945,805.0,4.964961965526305,50.35038034473695
35.2608,45.43469999999994,850.0,12.68823613412278,34.623527731754436
35.2608,45.44469999999994,965.0,19.197852933368377,21.604294133263245
35.2608,45.45469999999994,1139.0,35.13513513514213,0.0
35.2608,45.46469999999994,964.0,23.51351351351819,12.972972972963618
35.2608,45.474699999999935,863.0,15.85585585585901,28.28828828828198
35.2608,45.48469999999993,847.0,15.667213313438562,28.665573373122875
35.2608,45.49469999999993,705.0,15.667213313438562,28.665573373122875
35.2608,45.50469999999993,666.0,6.768877975538835,46.46224404892233
35.2608,45.51469999999993,691.0,11.444288535962567,37.111422928074866
35.2608,45.524699999999925,743.0,20.02750493793449,19.944990124131017
35.2608,45.53469999999992,840.0,29.797019541804975,0.4059609163900504
35.2608,45.54469999999992,1051.0,23.28015499391223,13.43969001217554
35.2608,45.55469999999992,1222.0,18.86685546899996,22.266289062000077
35.2608,45.56469999999992,1188.0,21.21380313983305,17.5723937203339
