date,lat,lon,grid_id,value,pollutant,units
2025-10-05,35.4,45.25,0.0,1.166829402634142,HCHO,µg/m³
2025-10-05,35.408205128205125,45.25,1.0,3.055354264336439,HCHO,µg/m³
2025-10-05,35.41641025641025,45.25,2.0,6.978124659537703,HCHO,µg/m³
2025-10-05,35.424615384615386,45.25,3.0,2.123549056460438,HCHO,µg/m³
2025-10-05,35.43282051282051,45.25,4.0,6.218285480662,HCHO,µg/m³
2025-10-05,35.44102564102564,45.25,5.0,4.287626740292314,HCHO,µg/m³
2025-10-05,35.449230769230766,45.25,6.0,4.3502971454609085,HCHO,µg/m³
2025-10-05,35.45743589743589,45.25,7.0,6.133720629697757,HCHO,µg/m³
2025-10-05,35.46564102564103,45.25,8.0,1.3374763629626871,HCHO,µg/m³
2025-10-05,35.473846153846154,45.25,9.0,6.698988030668737,HCHO,µg/m³
2025-10-05,35.48205128205128,45.25,10.0,3.3341817822359188,HCHO,µg/m³
2025-10-05,35.49025641025641,45.25,11.0,2.9147155703055816,HCHO,µg/m³
2025-10-05,35.498461538461534,45.25,12.0,3.3353302906317057,HCHO,µg/m³
2025-10-05,35.50666666666667,45.25,13.0,7.4920089918359025,HCHO,µg/m³
2025-10-05,35.514871794871794,45.25,14.0,3.537790662209883,HCHO,µg/m³
2025-10-05,35.52307692307692,45.25,15.0,5.81767753213648,HCHO,µg/m³
2025-10-05,35.53128205128205,45.25,16.0,4.971062757904986,HCHO,µg/m³
2025-10-05,35.539487179487175,45.25,17.0,7.159449511256066,HCHO,µg/m³
2025-10-05,35.54769230769231,45.25,18.0,0.6896862819137392,HCHO,µg/m³
2025-10-05,35.555897435897435,45.25,19.0,2.591085889773985,HCHO,µg/m³
2025-10-05,35.56410256410256,45.25,20.0,2.762434422022639,HCHO,µg/m³
2025-10-05,35.57230769230769,45.25,21.0,2.1863241330263037,HCHO,µg/m³
2025-10-05,35.58051282051282,45.25,22.0,3.16287295047041,HCHO,µg/m³
2025-10-05,35.58871794871795,45.25,23.0,2.9685203349212266,HCHO,µg/m³
2025-10-05,35.596923076923076,45.25,24.0,4.291885283355414,HCHO,µg/m³
2025-10-05,35.6051282051282,45.25,25.0,1.2755155689662183,HCHO,µg/m³
