date,lat,lon,value,pollutant,units
2025-10-04,35.41540834118111,45.480955761618915,9.935668096080633,SO2,µg/m³
2025-10-04,35.569995154260525,45.35761960055714,19.48233894513524,SO2,µg/m³
2025-10-04,35.61898864351342,45.52811020388773,20.041382781704783,SO2,µg/m³
2025-10-04,35.53423435643443,45.5311774844052,22.658893775690302,SO2,µg/m³
2025-10-04,35.5851473614093,45.57484710246791,10.801248814358438,SO2,µg/m³
2025-10-04,35.57480870787299,45.28757817175582,17.601423776657086,SO2,µg/m³
2025-10-04,35.491092523700594,45.33157234806048,14.611984812223488,SO2,µg/m³
2025-10-04,35.52418850208694,45.53766059266137,12.461139678555387,SO2,µg/m³
2025-10-04,35.59668453484961,45.286947349611836,12.283756282848243,SO2,µg/m³
2025-10-04,35.40811589554975,45.37536555480157,11.673789090396067,SO2,µg/m³
2025-10-04,35.69373696022822,45.54450106228673,6.231861852866202,SO2,µg/m³
2025-10-04,35.48316803953694,45.54951564704831,8.996436788507392,SO2,µg/m³
2025-10-04,35.59515517896317,45.50680952026453,9.792746548035687,SO2,µg/m³
2025-10-04,35.473002017770256,45.365575551140154,25.102054499142753,SO2,µg/m³
2025-10-04,35.62512311807548,45.36020435034243,22.940396795552537,SO2,µg/m³
2025-10-04,35.71754621203867,45.262554129952804,11.484779734443732,SO2,µg/m³
2025-10-04,35.62510137099968,45.40589782033074,24.648429514033033,SO2,µg/m³
2025-10-04,35.45427825533627,45.452361739057984,20.56598518595288,SO2,µg/m³
2025-10-04,35.45062833851883,45.29282531268594,14.577823173724399,SO2,µg/m³
2025-10-04,35.59690904320903,45.29188474787203,23.322682149174383,SO2,µg/m³
2025-10-04,35.682333316578934,45.358531590625496,7.99779938082922,SO2,µg/m³
2025-10-04,35.605585387909784,45.57596220777824,5.514583100712606,SO2,µg/m³
2025-10-04,35.648598288273725,45.295927409434,3.203609903340187,SO2,µg/m³
2025-10-04,35.518425230687434,45.25110750009933,10.571704982277208,SO2,µg/m³
2025-10-04,35.50249012253656,45.54179474247441,5.456709120164922,SO2,µg/m³
2025-10-04,35.46271309639409,45.451652634982175,10.03055837268954,SO2,µg/m³
2025-10-04,35.7099909540156,45.60708793523877,7.228145989773987,SO2,µg/m³
2025-10-04,35.671554294762245,45.52538048633683,14.952555420858278,SO2,µg/m³
2025-10-04,35.63010697202891,45.53373646599688,14.413226001633237,SO2,µg/m³
2025-10-04,35.70565057601754,45.25894828899535,4.8882749307178095,SO2,µg/m³
2025-10-04,35.53750025447914,45.332639256536694,27.172908791394548,SO2,µg/m³
2025-10-04,35.633559828105284,45.515634338551116,17.64341996609803,SO2,µg/m³
2025-10-04,35.60708094960725,45.560042944159264,14.261790979856801,SO2,µg/m³
2025-10-04,35.59415273562707,45.58562306702049,15.90763652181943,SO2,µg/m³
2025-10-04,35.566783180054735,45.342157001045656,15.616488706180128,SO2,µg/m³
2025-10-04,35.566254955962506,45.59812783045287,15.130341048343153,SO2,µg/m³
2025-10-04,35.51338473163735,45.43817616906411,16.43177617751517,SO2,µg/m³
2025-10-04,35.54995163985495,45.33129681783278,18.78144037850224,SO2,µg/m³
2025-10-04,35.607421416647064,45.417939945919784,19.209497444738375,SO2,µg/m³
2025-10-04,35.650354956514185,45.34562973494718,12.340372874983546,SO2,µg/m³
2025-10-04,35.44698959758055,45.41477234757663,9.724544425851139,SO2,µg/m³
2025-10-04,35.68907159897122,45.45195026752182,18.88686538937512,SO2,µg/m³
2025-10-04,35.52931208369189,45.519640407329874,14.138983136601965,SO2,µg/m³
2025-10-04,35.4363515385723,45.35818304427455,19.29615577356678,SO2,µg/m³
2025-10-04,35.700569970809376,45.545990631630055,4.979331799911762,SO2,µg/m³
2025-10-04,35.63563836880699,45.41197097360974,18.78110101599272,SO2,µg/m³
2025-10-04,35.44156820712602,45.58128260084002,7.703164322304486,SO2,µg/m³
2025-10-04,35.57592299828304,45.51561239229326,18.626795128138795,SO2,µg/m³
2025-10-04,35.631771744756335,45.25511677056315,5.506517782133222,SO2,µg/m³
2025-10-04,35.680866719914945,45.427569068436014,17.93400389485565,SO2,µg/m³
2025-10-04,35.523150767818464,45.487512722088624,10.998328237453613,SO2,µg/m³
2025-10-04,35.56582603010437,45.28359315732272,13.844991232608908,SO2,µg/m³
2025-10-04,35.41275651086312,45.26720086483827,2.254268335941621,SO2,µg/m³
2025-10-04,35.631293783113044,45.55571527204338,22.49784499795623,SO2,µg/m³
2025-10-04,35.71036552190329,45.50965750363776,13.892428679618183,SO2,µg/m³
2025-10-04,35.543667716006944,45.57866015058314,7.293307471534005,SO2,µg/m³
2025-10-04,35.41054267692367,45.43924048528772,8.873546014843246,SO2,µg/m³
2025-10-04,35.57262359824299,45.327462067194936,20.692530184761196,SO2,µg/m³
2025-10-04,35.5764849758173,45.41708954715266,19.106575491142003,SO2,µg/m³
2025-10-04,35.46756067474182,45.2553861592126,9.868242238937938,SO2,µg/m³
2025-10-04,35.489835527516156,45.26917488032408,7.405844401912448,SO2,µg/m³
2025-10-04,35.62619884674946,45.39455938060088,22.471634740337755,SO2,µg/m³
2025-10-04,35.53984231210265,45.49261149560656,24.713259443090767,SO2,µg/m³
2025-10-04,35.601972318318296,45.333610139506554,17.858648811315415,SO2,µg/m³
2025-10-04,35.571728296762686,45.385333714636594,24.97408859399289,SO2,µg/m³
2025-10-04,35.61780162764921,45.36773340544349,20.192962260293168,SO2,µg/m³
2025-10-04,35.62938407925284,45.28326387111816,15.560820267283878,SO2,µg/m³
2025-10-04,35.58383163493825,45.5349433882868,16.61784818645531,SO2,µg/m³
2025-10-04,35.50551799491094,45.48088061277931,27.65769702389848,SO2,µg/m³
2025-10-04,35.477719302271886,45.51043196250861,21.80892001973851,SO2,µg/m³
2025-10-04,35.49039962384198,45.609334003474004,2.0530546436766706,SO2,µg/m³
2025-10-04,35.67300788194775,45.57358024388473,19.850927776288206,SO2,µg/m³
2025-10-04,35.52195219891081,45.30810849935141,15.110534311954206,SO2,µg/m³
2025-10-04,35.5527216319089,45.53663003139638,17.67562883428099,SO2,µg/m³
2025-10-04,35.527236209449505,45.555501832010265,14.426175507853547,SO2,µg/m³
2025-10-04,35.569270498809246,45.49114805408612,26.081956174607054,SO2,µg/m³
2025-10-04,35.47446910147889,45.256104992065964,11.63378577267795,SO2,µg/m³
2025-10-04,35.48125260978775,45.53178519661956,17.982229233196765,SO2,µg/m³
2025-10-04,35.54118852144122,45.28784736710169,16.182326162812657,SO2,µg/m³
2025-10-04,35.530611685841066,45.47331785139552,15.62060702131107,SO2,µg/m³
2025-10-04,35.42583225763731,45.520055752663595,13.192256245131164,SO2,µg/m³
2025-10-04,35.63809388440795,45.37071111585684,14.318689464331532,SO2,µg/m³
2025-10-04,35.436225165216484,45.45023240872339,21.187707718800983,SO2,µg/m³
2025-10-04,35.520720224333324,45.31162553827514,17.95815322341127,SO2,µg/m³
2025-10-04,35.43157366669005,45.58062661497168,18.928811512552414,SO2,µg/m³
2025-10-04,35.67358093022177,45.4404770171845,13.31001945511775,SO2,µg/m³
2025-10-04,35.59106002900307,45.45471235165511,12.191521280803801,SO2,µg/m³
2025-10-04,35.570990462067996,45.61325638818011,16.347605243870643,SO2,µg/m³
2025-10-04,35.61324172355321,45.608431305423096,13.071903402377684,SO2,µg/m³
2025-10-04,35.47408296264015,45.55691283237047,15.490824185643907,SO2,µg/m³
2025-10-04,35.57597426094509,45.30367902772007,18.095792857897486,SO2,µg/m³
2025-10-04,35.419178439293425,45.52795908451928,11.1402630519095,SO2,µg/m³
2025-10-04,35.715611054645294,45.44174450104346,13.291995518140428,SO2,µg/m³
2025-10-04,35.64495746939171,45.40902949448355,10.385332151537074,SO2,µg/m³
2025-10-04,35.46519789847363,45.575039126767045,10.085833270349326,SO2,µg/m³
2025-10-04,35.43946067051767,45.291543337328996,2.0,SO2,µg/m³
2025-10-04,35.60741589097296,45.58740745291298,8.421388478813515,SO2,µg/m³
2025-10-04,35.58369588863576,45.429551594568444,18.211202492367676,SO2,µg/m³
2025-10-04,35.618800691748234,45.3166554573098,9.997278072770431,SO2,µg/m³
2025-10-04,35.546864156157,45.483673952078234,13.549569973447777,SO2,µg/m³
2025-10-03,35.55084061275777,45.47802327977822,17.44609726518344,SO2,µg/m³
2025-10-03,35.47526403049966,45.27650870726301,12.459974913598955,SO2,µg/m³
