lat,lon,roads_distance,hospitals_distance,schools_distance,services_distance,transport_distance,accessibility_score
35.2608,45.1347,0.5909287545875788,23.39411901760174,24.337440637847653,4.777756365569772,37.967632569120106,36.06057918788261
35.2608,45.1447,0.3650908952764078,22.509441636732877,23.456379505714427,3.9996725446229777,37.51530803100471,37.90521849723631
35.2608,45.1547,1.0876082911784226,21.62667097400929,22.57742516514587,3.288786152661767,36.912037427817594,36.80399589747208
35.2608,45.164699999999996,1.606285048302094,20.746050440202644,21.700833622859786,2.698732595600456,36.2864279389031,36.133045961693036
35.2608,45.174699999999994,1.7686627624776832,19.86786595296253,20.826903236643485,2.323469451907251,35.6728896655447,36.208807534706075
35.2608,45.18469999999999,1.7578317680169642,18.99245544296161,19.955983638245485,2.2720414589636153,35.07205612874961,36.31844250750368
35.2608,45.19469999999999,0.9798906954518123,18.120220967118357,19.088486946647922,2.564009344146123,34.484591414476945,38.21431389742538
35.2608,45.20469999999999,0.6920969258774365,17.251644277773593,18.22490196407356,3.103936992991622,33.91119032536562,38.26780373288026
35.2608,45.214699999999986,1.2653952625800011,16.38730701592156,17.365812286233748,3.787217339808399,33.352578225347415,35.522988202547396
35.2608,45.224699999999984,0.8849047328626543,15.527917150552666,16.51191958873995,4.498606377030629,32.80951051740014,35.59737623586609
35.2608,45.23469999999998,1.270215196436454,14.67434393649805,15.66407381006078,5.266188589310433,32.282771690027815,33.29007152672499
35.2608,45.24469999999998,1.0041941106319916,13.827664600095611,14.823312588759839,6.072583547384347,31.77317386452428,32.878542347027505
35.2608,45.25469999999998,0.5797450570681429,12.989227315664289,13.990913197383994,6.904204899039419,31.281554773208086,32.90445748023644
35.2608,45.264699999999976,1.1456085037253203,12.160736987985022,13.168461434381163,6.9625042091624225,30.808775099292863,31.119418175080405
35.2608,45.274699999999974,1.9842755201209663,11.344373142812616,12.357943586507819,7.0250216670986685,30.355715112542622,28.5096409389891
35.2608,45.28469999999997,2.865466068962777,10.542953105760587,11.561869732988516,7.202280222029384,29.923270542126392,25.600181460067596
35.2608,45.29469999999997,2.8344194975040637,9.760158750242562,10.783439286619968,7.486133698862965,29.512347639849754,25.86714408358695
35.2608,45.30469999999997,2.346133118963851,9.000850964431667,10.026762350878416,7.865049361743432,29.12385740380946,28.66189918941413
35.2608,45.31469999999997,1.9015586546861052,8.27150035344145,9.297151878989132,8.32605857856605,28.758708954961314,32.53318152651072
35.2608,45.324699999999964,1.72643692661815,7.580758471101246,8.601498267831749,8.33637276115643,28.417802087202112,36.16123736499429
35.2608,45.33469999999996,1.9863599189201742,6.9401628868336696,7.9487220066583335,7.701116501347829,28.102019045081814,39.2413942608169
35.2608,45.34469999999996,2.3355552734738767,6.3648726528781,7.350255807363172,7.12509325790726,27.812215621318117,41.69300104579588
35.2608,45.35469999999996,2.596696719633538,5.8741065745937036,6.820411221341991,6.62377434695609,27.549211707461154,43.94815944149701
35.2608,45.36469999999996,2.0836355260512374,5.490576786078313,6.376317746086264,6.215262941658367,27.31378147321068,47.94712155199043
35.2608,45.374699999999955,1.8676099446849377,5.237892716929358,6.0369294186517015,5.918806846895581,27.10664339031952,50.35036926597502
35.2608,45.38469999999995,1.7165074762249692,5.135405347970094,5.820590665149006,5.751758844621507,26.92845035252819,51.743144604169586
35.2608,45.39469999999995,1.02926332106056,5.192016696460257,5.741228499323345,5.725457134695894,26.779780170130266,53.86152559497714
35.2608,45.40469999999995,0.9060541309195023,5.402727827052381,5.804464125634514,5.841803084459599,26.661126733266034,53.40338516165211
35.2608,45.41469999999995,0.4563321945000071,5.750624301405829,6.00579495127852,6.092630090698425,25.85044978855738,53.103907624380724
35.2608,45.424699999999945,0.6310284157714053,6.2127025508251394,6.332062246247191,6.462297873377692,24.97671061293519,50.21758707306201
35.2608,45.43469999999994,1.274664989582804,6.765607681823497,6.765214085710637,6.931819413181276,24.105473409967434,45.33382853549966
35.2608,45.44469999999994,1.7410731783467943,7.3889784639655485,7.286213072960522,7.482420803205524,23.237019613851768,40.508276954316415
35.2608,45.45469999999994,1.8896611104810905,8.066494852483004,7.877648771884685,8.097579627360174,22.371673386406087,36.26311255253958
35.2608,45.46469999999994,1.364471476443056,8.785639224922647,8.524873560360327,8.7637118000955,21.509809795541745,33.74717268750031
