date,lat,lon,value,pollutant,units
2025-10-04,35.504419679300476,45.31899710091957,4.212853798710342,HCHO,µg/m³
2025-10-04,35.56605567424298,45.36084984862994,5.4592910820974145,HCHO,µg/m³
2025-10-04,35.48763629021038,45.39201981938733,7.290939979610631,HCHO,µg/m³
2025-10-04,35.61035936737566,45.619078008512794,7.6460871676511735,HCHO,µg/m³
2025-10-04,35.64494633353911,45.31291751582303,12.936777808365111,HCHO,µg/m³
2025-10-04,35.40086190148709,45.50008751555683,10.279147462249867,HCHO,µg/m³
2025-10-04,35.520653600676646,45.43108923503532,10.132097665312045,HCHO,µg/m³
2025-10-04,35.718120943384065,45.514334091641956,2.2675877469380623,HCHO,µg/m³
2025-10-04,35.46487391440984,45.49034157028827,3.817765476582287,HCHO,µg/m³
2025-10-04,35.44968521181719,45.58512285702732,3.9164687211927416,HCHO,µg/m³
2025-10-04,35.66886395452671,45.366986522062355,2.9558324738271806,HCHO,µg/m³
2025-10-04,35.401762991790854,45.3963218619462,2.7135374729122983,HCHO,µg/m³
2025-10-04,35.531536338670925,45.424276599840454,0.1,HCHO,µg/m³
2025-10-04,35.418844070388275,45.2503311008865,4.171278084671763,HCHO,µg/m³
2025-10-04,35.70596745752888,45.56718868304318,6.3501329880039625,HCHO,µg/m³
2025-10-04,35.45142933574284,45.25276620857969,0.16878086423239713,HCHO,µg/m³
2025-10-04,35.65541739190174,45.43696133129134,2.8241470900419183,HCHO,µg/m³
2025-10-04,35.457727864873746,45.385527286635025,2.456406701292808,HCHO,µg/m³
2025-10-04,35.5118008795404,45.32054517463357,7.843959694748668,HCHO,µg/m³
2025-10-04,35.43557572607762,45.29070097088492,8.308491026692947,HCHO,µg/m³
2025-10-04,35.66920797981824,45.59749487122789,0.6493276975161293,HCHO,µg/m³
2025-10-04,35.550842387771766,45.5466505332452,3.9792803731179696,HCHO,µg/m³
2025-10-04,35.57479249222742,45.365263944816796,4.880856393125783,HCHO,µg/m³
2025-10-04,35.4597625175446,45.36512037340243,8.722090210425163,HCHO,µg/m³
2025-10-04,35.430450510788845,45.581281653929146,1.9395020514743955,HCHO,µg/m³
2025-10-04,35.575432040728664,45.364513866603495,6.158653122280279,HCHO,µg/m³
2025-10-04,35.58229325557692,45.250910556567725,4.89021609902138,HCHO,µg/m³
2025-10-04,35.454281176909014,45.32867204122612,8.159055202179907,HCHO,µg/m³
2025-10-04,35.65774324749733,45.587919504603335,5.7713781444704875,HCHO,µg/m³
2025-10-04,35.60022018038004,45.48669923857885,5.038131641504856,HCHO,µg/m³
2025-10-04,35.57374579749692,45.53819589988382,3.6041166561565117,HCHO,µg/m³
2025-10-04,35.402589160828256,45.40046246361615,4.868502476212807,HCHO,µg/m³
2025-10-04,35.43921702359227,45.40190419833516,4.986063407883254,HCHO,µg/m³
2025-10-04,35.693866413934224,45.48292176277378,3.5278656553571492,HCHO,µg/m³
2025-10-04,35.59816162114156,45.373512376305044,6.778584831326949,HCHO,µg/m³
2025-10-04,35.69792688433901,45.29406933842906,1.474903178047449,HCHO,µg/m³
2025-10-04,35.688480684681025,45.446210749925285,5.641386603243747,HCHO,µg/m³
2025-10-04,35.646370344684,45.28817854583757,4.914997927426416,HCHO,µg/m³
2025-10-04,35.40441386114723,45.446963071511455,2.6413757703167304,HCHO,µg/m³
2025-10-04,35.40322249727382,45.547933714503976,3.859309586803021,HCHO,µg/m³
