lat,lon,elevation,slope_percentage,suitability_score
35.2608,45.1347,988.0,10.36036036036242,48.27927927927516
35.2608,45.1447,970.0,6.768877975538835,64.37432644453244
35.2608,45.1547,950.0,6.756756756758101,64.43812233285209
35.2608,45.164699999999996,928.0,6.838660222709339,64.00705145942453
35.2608,45.174699999999994,909.0,9.490385615188469,50.05060202532385
35.2608,45.18469999999999,901.0,11.531531531533826,45.93693693693235
35.2608,45.19469999999999,832.0,7.612941680473667,59.931885892243855
35.2608,45.20469999999999,869.0,4.08230206054385,78.51419968134816
35.2608,45.214699999999986,885.0,1.7653198099649086,90.70884310544785
35.2608,45.224699999999984,897.0,1.3258626962395657,93.02177528294965
35.2608,45.23469999999998,908.0,2.233031909456111,88.24720047654678
35.2608,45.24469999999998,900.0,3.6036036036043204,81.03366524418779
35.2608,45.25469999999998,894.0,3.209983369843159,83.105350685036
35.2608,45.264699999999976,901.0,2.0934674151151036,88.98175044676262
35.2608,45.274699999999974,913.0,4.5358460660827244,76.12712596798566
35.2608,45.28469999999997,950.0,5.7221442679812835,69.88345122115113
35.2608,45.29469999999997,988.0,10.118425839723,48.763148320553995
35.2608,45.30469999999997,1049.0,33.49547864184166,2.009042716316685
35.2608,45.31469999999997,1091.0,42.28804178532509,0.0
35.2608,45.324699999999964,1379.0,42.147010462912185,0.0
35.2608,45.33469999999996,1761.0,46.67064247594727,0.0
35.2608,45.34469999999996,1338.0,46.67064247594727,0.0
35.2608,45.35469999999996,1238.0,16.608174826579823,35.78365034684035
35.2608,45.36469999999996,1269.0,26.038467196982403,16.923065606035195
35.2608,45.374699999999955,1033.0,26.038467196982403,16.923065606035195
35.2608,45.38469999999995,936.0,12.35723866975436,44.28552266049128
35.2608,45.39469999999995,824.0,12.35723866975436,44.28552266049128
35.2608,45.40469999999995,861.0,8.024958424607897,57.763376712590016
35.2608,45.41469999999995,807.0,5.957954358631566,68.64234548088649
35.2608,45.424699999999945,805.0,4.964961965526305,73.86862123407208
35.2608,45.43469999999994,850.0,12.68823613412278,43.623527731754436
35.2608,45.44469999999994,965.0,19.197852933368377,30.604294133263245
35.2608,45.45469999999994,1139.0,35.13513513514213,0.0
35.2608,45.46469999999994,964.0,23.51351351351819,21.972972972963618
35.2608,45.474699999999935,863.0,15.85585585585901,37.288288288281976
35.2608,45.48469999999993,847.0,15.667213313438562,37.665573373122875
35.2608,45.49469999999993,705.0,15.667213313438562,37.665573373122875
35.2608,45.50469999999993,666.0,6.768877975538835,64.37432644453244
35.2608,45.51469999999993,691.0,11.444288535962567,46.111422928074866
35.2608,45.524699999999925,743.0,20.02750493793449,28.944990124131017
35.2608,45.53469999999992,840.0,29.797019541804975,9.40596091639005
35.2608,45.54469999999992,1051.0,23.28015499391223,22.43969001217554
35.2608,45.55469999999992,1222.0,18.86685546899996,31.266289062000077
35.2608,45.56469999999992,1188.0,21.21380313983305,26.5723937203339
35.2608,45.574699999999915,1004.0,20.301177814596446,28.397644370807107
35.2608,45.58469999999991,892.0,12.35723866975436,44.28552266049128
35.2608,45.59469999999991,835.0,8.385269097333316,55.867004750877285
35.2608,45.60469999999991,759.0,8.385269097333316,55.867004750877285
35.2608,45.61469999999991,761.0,4.256717077400711,77.59622590841731
35.2608,45.624699999999905,749.0,5.233668537787759,72.45437611690653
35.2608,45.6346999999999,729.0,4.95495495495594,73.9212897107582
35.2608,45.6446999999999,711.0,4.774774774775724,74.86960644854882
35.2608,45.6546999999999,689.0,3.15315315315378,83.40445708866432
35.2608,45.6646999999999,674.0,3.070418875502152,83.83990065525182
35.2608,45.674699999999895,656.0,2.3423423423428082,87.67188240872206
35.2608,45.68469999999989,637.0,2.096317274333329,88.96675118771932
35.2608,45.69469999999989,626.0,2.0934674151151036,88.98175044676262
35.2608,45.70469999999989,612.0,2.163249662285607,88.6144754616547
35.2608,45.71469999999989,604.0,2.0720720720724843,89.09435751540798
35.2608,45.724699999999885,594.0,1.3513513513516202,92.88762446657041
35.2608,45.73469999999988,599.0,1.531531531531836,91.93930772877981
35.2708,45.1347,873.0,10.36036036036242,48.27927927927516
35.2708,45.1447,902.0,6.126126126127344,67.75723091511924
35.2708,45.1547,875.0,7.0483549111516925,62.90339520446477
35.2708,45.164699999999996,856.0,7.3873873873888565,61.11901375058497
35.2708,45.174699999999994,830.0,7.117117117118532,62.541488857270885
35.2708,45.18469999999999,773.0,11.531531531533826,45.93693693693235
35.2708,45.19469999999999,851.0,8.606996282301829,54.70001956683248
35.2708,45.20469999999999,869.0,2.5820706110159666,86.41015467886334
35.2708,45.214699999999986,881.0,3.0705704563433116,83.839102861351
35.2708,45.224699999999984,889.0,3.2432432432438882,82.93029871976901
35.2708,45.23469999999998,916.0,2.9793448669506333,84.31923754236509
35.2708,45.24469999999998,940.0,3.972459822600844,79.09231672315346
35.2708,45.25469999999998,904.0,4.95495495495594,73.9212897107582
35.2708,45.264699999999976,916.0,4.054054054054861,78.66287339971126
35.2708,45.274699999999974,931.0,7.118140603341313,62.5361020876773
35.2708,45.28469999999997,978.0,16.888137509888214,35.22372498022357
35.2708,45.29469999999997,1032.0,40.126773009031915,0.0
35.2708,45.30469999999997,1133.0,43.697058048609286,0.0
35.2708,45.31469999999997,1529.0,43.697058048609286,0.0
35.2708,45.324699999999964,1697.0,42.29012946691016,0.0
35.2708,45.33469999999996,1539.0,22.052278731920147,24.895442536159706
35.2708,45.34469999999996,1347.0,28.891276566502977,11.217446866994045
35.2708,45.35469999999996,1246.0,28.332991028986008,12.334017942027984
35.2708,45.36469999999996,1000.0,27.14514212110577,14.709715757788459
35.2708,45.374699999999955,966.0,21.14506473345508,26.70987053308984
35.2708,45.38469999999995,822.0,15.889839290403376,37.22032141919325
35.2708,45.39469999999995,829.0,7.467069064289417,60.69963650373991
35.2708,45.40469999999995,796.0,5.855855855857021,69.17970602180515
35.2708,45.41469999999995,746.0,8.025354601806383,57.76129156944009
35.2708,45.424699999999945,754.0,7.172496901918191,62.250016305693734
35.2708,45.43469999999994,819.0,10.188711059684625,48.62257788063075
35.2708,45.44469999999994,825.0,21.912707347540906,25.17458530491819
35.2708,45.45469999999994,749.0,35.13513513514213,0.0
35.2708,45.46469999999994,703.0,30.426561794674633,8.146876410650734
35.2708,45.474699999999935,687.0,19.33063673652494,30.33872652695012
35.2708,45.48469999999993,700.0,13.243243243245878,42.513513513508244
35.2708,45.49469999999993,731.0,8.095140293996003,57.39399845265261
35.2708,45.50469999999993,731.0,9.45945945946134,50.21337126599295
35.2708,45.51469999999993,763.0,25.05306349607384,18.89387300785232
35.2708,45.524699999999925,855.0,28.19341964460677,12.61316071078646
35.2708,45.53469999999992,1030.0,26.15202716545556,16.69594566908888
35.2708,45.54469999999992,1267.0,29.79849056496805,9.403018870063903
35.2708,45.55469999999992,1191.0,25.611349033590802,17.777301932818396
35.2708,45.56469999999992,1019.0,18.979530263537367,31.040939472925267
35.2708,45.574699999999915,884.0,21.2148504256447,26.570299148710603
35.2708,45.58469999999991,792.0,14.794566744199592,39.410866511600815
35.2708,45.59469999999991,752.0,9.7699969065469,49.4600061869062
