date,lat,lon,population_density
2020-01-01,35.71208338256469,45.25291648996109,138.0635223388672
2020-01-01,35.71208338256469,45.26124982326109,128.8901214599609
2020-01-01,35.71208338256469,45.26958315656109,126.7499771118164
2020-01-01,35.71208338256469,45.27791648986109,126.15336608886717
2020-01-01,35.71208338256469,45.286249823161086,119.55431365966795
2020-01-01,35.71208338256469,45.29458315646109,109.02820587158205
2020-01-01,35.71208338256469,45.30291648976109,107.58163452148436
2020-01-01,35.71208338256469,45.31124982306109,104.73775482177734
2020-01-01,35.71208338256469,45.31958315636109,105.66121673583984
2020-01-01,35.71208338256469,45.327916489661085,156.9166259765625
2020-01-01,35.71208338256469,45.336249822961086,229.07492065429688
2020-01-01,35.71208338256469,45.34458315626109,335.4125671386719
2020-01-01,35.71208338256469,45.35291648956109,292.86627197265625
2020-01-01,35.71208338256469,45.36124982286109,279.53094482421875
2020-01-01,35.71208338256469,45.369583156161085,441.5612182617188
2020-01-01,35.71208338256469,45.377916489461086,563.2056274414064
2020-01-01,35.71208338256469,45.38624982276109,532.4667358398438
2020-01-01,35.71208338256469,45.39458315606109,317.5411376953125
2020-01-01,35.71208338256469,45.40291648936109,246.03446960449216
2020-01-01,35.71208338256469,45.41124982266109,73.18849182128906
2020-01-01,35.71208338256469,45.419583155961085,29.80070304870605
2020-01-01,35.71208338256469,45.42791648926109,22.040409088134766
2020-01-01,35.71208338256469,45.43624982256109,27.318012237548828
2020-01-01,35.71208338256469,45.44458315586109,35.35226058959961
2020-01-01,35.71208338256469,45.45291648916109,41.446475982666016
2020-01-01,35.71208338256469,45.461249822461085,49.678009033203125
2020-01-01,35.71208338256469,45.469583155761086,51.64947891235352
2020-01-01,35.71208338256469,45.47791648906109,72.27112579345702
2020-01-01,35.71208338256469,45.48624982236109,67.18354797363281
2020-01-01,35.71208338256469,45.49458315566109,49.96112060546875
2020-01-01,35.71208338256469,45.50291648896109,52.39768600463867
2020-01-01,35.71208338256469,45.511249822261085,80.51981353759764
2020-01-01,35.71208338256469,45.51958315556109,170.69544982910156
2020-01-01,35.71208338256469,45.52791648886109,211.59567260742188
2020-01-01,35.71208338256469,45.53624982216109,167.34703063964844
2020-01-01,35.71208338256469,45.54458315546109,113.44559478759764
2020-01-01,35.71208338256469,45.552916488761085,129.70538330078125
2020-01-01,35.71208338256469,45.561249822061086,139.13392639160156
2020-01-01,35.71208338256469,45.56958315536109,169.15908813476562
2020-01-01,35.71208338256469,45.57791648866109,159.50103759765625
2020-01-01,35.71208338256469,45.58624982196109,80.65948486328125
2020-01-01,35.71208338256469,45.59458315526109,60.74436569213867
2020-01-01,35.71208338256469,45.602916488561085,47.13597106933594
2020-01-01,35.71208338256469,45.61124982186109,50.83160400390625
2020-01-01,35.71208338256469,45.61958315516109,76.22807312011719
2020-01-01,35.7037500492647,45.25291648996109,149.5060272216797
2020-01-01,35.7037500492647,45.26124982326109,133.45236206054688
2020-01-01,35.7037500492647,45.26958315656109,131.67941284179688
2020-01-01,35.7037500492647,45.27791648986109,132.0048828125
2020-01-01,35.7037500492647,45.286249823161086,132.03126525878906
2020-01-01,35.7037500492647,45.29458315646109,122.50728607177734
2020-01-01,35.7037500492647,45.30291648976109,116.41072845458984
2020-01-01,35.7037500492647,45.31124982306109,109.07962799072264
2020-01-01,35.7037500492647,45.31958315636109,111.98636627197264
2020-01-01,35.7037500492647,45.327916489661085,141.3314971923828
2020-01-01,35.7037500492647,45.336249822961086,211.10276794433597
2020-01-01,35.7037500492647,45.34458315626109,263.4841003417969
2020-01-01,35.7037500492647,45.35291648956109,271.28863525390625
2020-01-01,35.7037500492647,45.36124982286109,315.64306640625
2020-01-01,35.7037500492647,45.369583156161085,504.0412292480469
2020-01-01,35.7037500492647,45.377916489461086,652.3311767578125
2020-01-01,35.7037500492647,45.38624982276109,662.2385864257812
2020-01-01,35.7037500492647,45.39458315606109,578.1944580078125
2020-01-01,35.7037500492647,45.40291648936109,336.2611083984375
2020-01-01,35.7037500492647,45.41124982266109,238.03489685058597
2020-01-01,35.7037500492647,45.419583155961085,43.181663513183594
2020-01-01,35.7037500492647,45.42791648926109,20.75912094116211
2020-01-01,35.7037500492647,45.43624982256109,21.613039016723633
2020-01-01,35.7037500492647,45.44458315586109,24.6004581451416
2020-01-01,35.7037500492647,45.45291648916109,28.15443420410156
2020-01-01,35.7037500492647,45.461249822461085,32.852474212646484
2020-01-01,35.7037500492647,45.469583155761086,42.68059158325195
2020-01-01,35.7037500492647,45.47791648906109,69.43922424316406
2020-01-01,35.7037500492647,45.48624982236109,73.91377258300781
2020-01-01,35.7037500492647,45.49458315566109,48.13026428222656
2020-01-01,35.7037500492647,45.50291648896109,48.870723724365234
2020-01-01,35.7037500492647,45.511249822261085,80.84821319580078
2020-01-01,35.7037500492647,45.51958315556109,148.6877899169922
2020-01-01,35.7037500492647,45.52791648886109,199.17796325683597
2020-01-01,35.7037500492647,45.53624982216109,171.6622314453125
2020-01-01,35.7037500492647,45.54458315546109,117.27626800537108
2020-01-01,35.7037500492647,45.552916488761085,88.25504302978516
2020-01-01,35.7037500492647,45.561249822061086,77.13963317871092
2020-01-01,35.7037500492647,45.56958315536109,71.6557388305664
2020-01-01,35.7037500492647,45.57791648866109,73.01405334472656
2020-01-01,35.7037500492647,45.58624982196109,76.77811431884764
2020-01-01,35.7037500492647,45.59458315526109,84.26911926269531
2020-01-01,35.7037500492647,45.602916488561085,58.07687377929688
2020-01-01,35.7037500492647,45.61124982186109,52.98523712158203
2020-01-01,35.7037500492647,45.61958315516109,56.707542419433594
2020-01-01,35.6954167159647,45.25291648996109,157.23367309570312
2020-01-01,35.6954167159647,45.26124982326109,145.7463836669922
2020-01-01,35.6954167159647,45.26958315656109,140.8749847412109
2020-01-01,35.6954167159647,45.27791648986109,139.89344787597656
2020-01-01,35.6954167159647,45.286249823161086,139.03936767578125
2020-01-01,35.6954167159647,45.29458315646109,135.231201171875
2020-01-01,35.6954167159647,45.30291648976109,122.75694274902344
2020-01-01,35.6954167159647,45.31124982306109,121.57815551757812
2020-01-01,35.6954167159647,45.31958315636109,130.4320831298828
2020-01-01,35.6954167159647,45.327916489661085,156.03675842285156
2020-01-01,35.6954167159647,45.336249822961086,198.7615509033203
2020-01-01,35.6954167159647,45.34458315626109,284.17825317382807
2020-01-01,35.6954167159647,45.35291648956109,405.19091796875
2020-01-01,35.6954167159647,45.36124982286109,454.9289855957031
2020-01-01,35.6954167159647,45.369583156161085,452.6072387695313
2020-01-01,35.6954167159647,45.377916489461086,575.017578125
2020-01-01,35.6954167159647,45.38624982276109,636.4917602539064
2020-01-01,35.6954167159647,45.39458315606109,666.2212524414064
2020-01-01,35.6954167159647,45.40291648936109,436.3062438964844
2020-01-01,35.6954167159647,45.41124982266109,281.077880859375
2020-01-01,35.6954167159647,45.419583155961085,182.09371948242188
2020-01-01,35.6954167159647,45.42791648926109,61.060733795166016
2020-01-01,35.6954167159647,45.43624982256109,17.54886817932129
2020-01-01,35.6954167159647,45.44458315586109,18.381874084472656
2020-01-01,35.6954167159647,45.45291648916109,21.15416717529297
2020-01-01,35.6954167159647,45.461249822461085,26.870777130126957
2020-01-01,35.6954167159647,45.469583155761086,35.424644470214844
2020-01-01,35.6954167159647,45.47791648906109,40.8057975769043
2020-01-01,35.6954167159647,45.48624982236109,45.409282684326165
2020-01-01,35.6954167159647,45.49458315566109,41.867988586425774
2020-01-01,35.6954167159647,45.50291648896109,46.81169128417969
2020-01-01,35.6954167159647,45.511249822261085,53.65522384643555
2020-01-01,35.6954167159647,45.51958315556109,74.6417770385742
2020-01-01,35.6954167159647,45.52791648886109,142.17776489257812
2020-01-01,35.6954167159647,45.53624982216109,130.91041564941406
2020-01-01,35.6954167159647,45.54458315546109,122.3778610229492
2020-01-01,35.6954167159647,45.552916488761085,129.1551513671875
2020-01-01,35.6954167159647,45.561249822061086,111.4823989868164
2020-01-01,35.6954167159647,45.56958315536109,87.44863891601561
2020-01-01,35.6954167159647,45.57791648866109,118.74239349365234
2020-01-01,35.6954167159647,45.58624982196109,110.34848022460936
2020-01-01,35.6954167159647,45.59458315526109,106.02618408203124
2020-01-01,35.6954167159647,45.602916488561085,73.20709991455078
2020-01-01,35.6954167159647,45.61124982186109,73.88187408447266
2020-01-01,35.6954167159647,45.61958315516109,72.54839324951172
2020-01-01,35.68708338266469,45.25291648996109,178.54689025878906
2020-01-01,35.68708338266469,45.26124982326109,169.82090759277344
2020-01-01,35.68708338266469,45.26958315656109,149.26719665527344
2020-01-01,35.68708338266469,45.27791648986109,144.8928070068359
2020-01-01,35.68708338266469,45.286249823161086,150.7272186279297
2020-01-01,35.68708338266469,45.29458315646109,156.86904907226562
